Time (s),Absolute acceleration (m/s^2)
1.814887000E-2,0.000000000E0
2.298793300E-2,5.227990947E-3
2.782689100E-2,1.180401482E-2
3.266584900E-2,2.607720841E-2
3.750480800E-2,1.165341777E-2
4.234376600E-2,1.318190113E-2
4.718277600E-2,9.017750194E-3
5.202173500E-2,1.060638000E-2
5.686069300E-2,8.543892398E-3
6.169965100E-2,1.608615200E-2
6.653861000E-2,1.858108483E-2
7.137756800E-2,9.824990532E-3
7.621652600E-2,1.707588267E-2
8.105548500E-2,1.408723620E-2
8.589449500E-2,4.829214700E-3
9.073345300E-2,1.975622493E-2
9.557241200E-2,7.496248922E-3
1.004113700E-1,9.621245342E-3
1.052503280E-1,1.357875610E-2
1.100892870E-1,9.562345342E-3
1.149282450E-1,2.724084144E-2
1.197672030E-1,1.412377181E-2
1.246061620E-1,1.682008127E-2
1.294451200E-1,1.065246789E-2
1.342841310E-1,2.133832819E-2
1.391230890E-1,2.719769313E-2
1.439620470E-1,1.286610878E-2
1.488010060E-1,1.082118708E-2
1.536399640E-1,5.698842015E-3
1.584789220E-1,1.838199323E-3
1.633178810E-1,1.648228770E-2
1.681568390E-1,6.848600001E-3
1.729957970E-1,7.767445338E-3
1.778347560E-1,1.197989427E-2
1.826737660E-1,5.525524385E-3
1.875127240E-1,6.879460147E-3
1.923516830E-1,2.601358977E-2
1.971906410E-1,1.546488898E-2
2.020295990E-1,1.303961214E-2
2.068685580E-1,1.184928230E-2
2.117075160E-1,1.656522503E-2
2.165464740E-1,1.541900515E-2
2.213854330E-1,1.190206107E-2
2.262243910E-1,2.598120656E-2
2.310633490E-1,1.315676511E-2
2.359023600E-1,2.220447317E-2
2.407413180E-1,1.050944649E-2
2.455802760E-1,9.387764690E-3
2.504192350E-1,2.164082578E-2
2.551644430E-1,2.012784367E-2
2.599085580E-1,9.981172646E-3
2.646526720E-1,1.402311860E-2
2.693967870E-1,1.950785643E-2
2.741409010E-1,1.020231392E-2
2.788850680E-1,1.454241404E-2
2.836291830E-1,2.104634800E-2
2.883732970E-1,4.542314484E-3
2.931174120E-1,1.809160596E-2
2.978615260E-1,1.618470675E-2
3.026056410E-1,8.415678651E-3
3.073497560E-1,9.618927738E-3
3.120938700E-1,1.517476490E-2
3.168379850E-1,4.978093358E-3
3.215820990E-1,1.165661588E-2
3.263262140E-1,9.826623362E-3
3.310703810E-1,1.297099181E-2
3.358144950E-1,2.463497381E-2
3.405586100E-1,8.584834949E-3
3.453027240E-1,2.844423474E-2
3.500468390E-1,1.137622550E-2
3.547909530E-1,6.551303064E-3
3.595350680E-1,9.218931857E-3
3.642791830E-1,1.383515856E-2
3.690232970E-1,2.557845237E-2
3.737674120E-1,1.483043180E-2
3.785115780E-1,3.937792636E-3
3.832556930E-1,1.528611380E-2
3.879998080E-1,1.009522555E-2
3.927439220E-1,1.262754873E-2
3.974880370E-1,9.866604688E-3
4.022321510E-1,2.824403070E-2
4.069762660E-1,9.474518279E-3
4.117203810E-1,1.485566465E-2
4.164644950E-1,7.616686487E-3
4.212086100E-1,5.815761017E-3
4.259527240E-1,2.675582873E-2
4.306968390E-1,1.712567525E-2
4.354410060E-1,1.594725025E-2
4.401851200E-1,2.326114128E-2
4.449292350E-1,1.627612660E-2
4.496733490E-1,1.649442087E-2
4.544174640E-1,9.218429202E-3
4.591615780E-1,1.566941899E-2
4.639056930E-1,1.518714071E-2
4.686498080E-1,1.170034487E-2
4.733939220E-1,2.752179529E-2
4.781380370E-1,1.110995406E-2
4.828822030E-1,1.781552055E-2
4.876263180E-1,1.263168349E-2
4.923704330E-1,1.171217679E-2
4.971145470E-1,1.417784785E-2
5.018586620E-1,2.140697376E-2
5.066027760E-1,1.940481986E-2
5.113468910E-1,8.056116165E-3
5.160910060E-1,1.770283112E-2
5.208351200E-1,1.073393366E-2
5.255792350E-1,1.666756628E-2
5.303233490E-1,9.728254773E-3
5.350675160E-1,1.727610105E-2
5.398116310E-1,2.046025908E-2
5.445557450E-1,2.553069201E-2
5.492998600E-1,2.233911136E-2
5.540439740E-1,6.879755976E-3
5.587880890E-1,1.622399342E-2
5.635322030E-1,1.224603376E-2
5.682763180E-1,1.982299947E-2
5.730204330E-1,1.403707028E-2
5.777645470E-1,1.447084806E-2
5.825086620E-1,1.053977974E-2
5.872528280E-1,1.527013324E-2
5.919969430E-1,9.684617030E-3
5.967410580E-1,1.256486125E-2
6.014851720E-1,1.528104204E-2
6.062292870E-1,1.212704021E-2
6.109734010E-1,9.346379023E-3
6.157175160E-1,8.050259784E-3
6.204616310E-1,1.430748174E-2
6.252057450E-1,9.578742013E-3
6.299498600E-1,2.278015954E-2
6.346939740E-1,1.468755145E-2
6.394380890E-1,1.703186330E-2
6.441822560E-1,1.544945872E-2
6.489263700E-1,1.381860155E-2
6.536704850E-1,1.494060048E-2
6.584145990E-1,1.567236795E-2
6.631587140E-1,1.121847209E-2
6.679028280E-1,2.688205304E-3
6.726469430E-1,1.976981818E-2
6.773910580E-1,9.862966201E-3
6.821351720E-1,8.254258009E-3
6.868792870E-1,1.547526963E-2
6.916234010E-1,7.944090644E-3
6.963675160E-1,1.326639627E-2
7.011116830E-1,1.052094446E-2
7.058557970E-1,2.132935918E-2
7.105999120E-1,1.261978351E-2
7.153440260E-1,1.278694467E-2
7.200881410E-1,3.762145559E-3
7.248322560E-1,6.307293575E-3
7.295763700E-1,5.065838411E-3
7.343204850E-1,2.220500117E-2
7.390645990E-1,1.477092118E-2
7.438087140E-1,1.782353009E-2
7.485528280E-1,1.638061257E-2
7.532969950E-1,1.802577242E-2
7.580411100E-1,1.665442514E-2
7.627852240E-1,1.144326399E-2
7.675293390E-1,1.394284347E-2
7.722734530E-1,1.978907925E-2
7.770175680E-1,1.340942495E-2
7.817616830E-1,1.615056943E-2
7.865057970E-1,7.750583464E-3
7.912499120E-1,4.443493865E-3
