Time (s),Linear Acceleration y (m/s^2)
1.814887000E-2,0.000000000E0
2.298793300E-2,-3.595709801E-3
2.782689100E-2,3.994263709E-3
3.266584900E-2,-1.854943484E-2
3.750480800E-2,2.354659140E-3
4.234376600E-2,5.914725363E-3
4.718277600E-2,-7.272712886E-3
5.202173500E-2,8.281067014E-3
5.686069300E-2,-1.158133149E-3
6.169965100E-2,-1.028090715E-3
6.653861000E-2,-9.621173143E-3
7.137756800E-2,-2.224385738E-3
7.621652600E-2,-1.531780511E-2
8.105548500E-2,1.242664456E-2
8.589449500E-2,-4.074126482E-3
9.073345300E-2,-1.729127765E-2
9.557241200E-2,4.009902477E-3
1.004113700E-1,-3.032229841E-3
1.052503280E-1,-2.884648740E-3
1.100892870E-1,-4.795491695E-4
1.149282450E-1,4.116103053E-3
1.197672030E-1,1.305285841E-2
1.246061620E-1,1.247238368E-2
1.294451200E-1,-4.111573100E-3
1.342841310E-1,1.441759616E-2
1.391230890E-1,1.845219731E-2
1.439620470E-1,3.931097686E-3
1.488010060E-1,8.420944214E-3
1.536399640E-1,-3.406018019E-3
1.584789220E-1,-9.919553995E-4
1.633178810E-1,1.060565561E-2
1.681568390E-1,5.654014647E-3
1.729957970E-1,8.576661348E-4
1.778347560E-1,3.170795739E-3
1.826737660E-1,-3.906056285E-3
1.875127240E-1,5.466148257E-3
1.923516830E-1,-2.266029269E-2
1.971906410E-1,-1.508704573E-2
2.020295990E-1,-3.027178347E-3
2.068685580E-1,-5.297429860E-3
2.117075160E-1,1.585792005E-2
2.165464740E-1,3.816522658E-3
2.213854330E-1,-3.296718001E-3
2.262243910E-1,1.079588383E-2
2.310633490E-1,-1.154653728E-3
2.359023600E-1,1.524338871E-2
2.407413180E-1,-8.484303951E-3
2.455802760E-1,-5.948819220E-3
2.504192350E-1,1.994405314E-2
2.551644430E-1,1.953299716E-2
2.599085580E-1,5.062110722E-3
2.646526720E-1,2.863332629E-4
2.693967870E-1,1.438274980E-2
2.741409010E-1,9.434863925E-3
2.788850680E-1,-7.138140500E-3
2.836291830E-1,-1.172334701E-2
2.883732970E-1,-4.478208721E-3
2.931174120E-1,5.020782351E-3
2.978615260E-1,-1.386751235E-2
3.026056410E-1,-1.883879304E-3
3.073497560E-1,-1.865215600E-3
3.120938700E-1,-1.847930253E-3
3.168379850E-1,-4.241734743E-3
3.215820990E-1,5.226209760E-4
3.263262140E-1,-6.509572268E-3
3.310703810E-1,1.242907345E-2
3.358144950E-1,9.902000427E-3
3.405586100E-1,3.414005041E-4
3.453027240E-1,2.393373102E-2
3.500468390E-1,4.738546908E-3
3.547909530E-1,-2.390563488E-3
3.595350680E-1,2.377085388E-3
3.642791830E-1,2.332262695E-3
3.690232970E-1,-1.000985503E-4
3.737674120E-1,1.408231258E-2
3.785115780E-1,-2.616770566E-3
3.832556930E-1,-2.539090812E-3
3.879998080E-1,-4.853114486E-3
3.927439220E-1,-2.413563430E-3
3.974880370E-1,2.357721329E-3
4.022321510E-1,2.594887465E-2
4.069762660E-1,-7.442973554E-3
4.117203810E-1,4.454113543E-3
4.164644950E-1,6.752863526E-3
4.212086100E-1,-2.769954503E-3
4.259527240E-1,-1.218215376E-2
4.306968390E-1,1.393537223E-2
4.354410060E-1,-4.014596343E-4
4.401851200E-1,1.956418157E-3
4.449292350E-1,-7.542543113E-3
4.496733490E-1,-1.220558584E-2
4.544174640E-1,-2.514123917E-4
4.591615780E-1,-1.209705323E-2
4.639056930E-1,1.406010240E-2
4.686498080E-1,-9.777121246E-3
4.733939220E-1,-2.156868577E-4
4.781380370E-1,4.482358694E-3
4.828822030E-1,9.161420166E-3
4.876263180E-1,9.085074067E-3
4.923704330E-1,-2.862535417E-3
4.971145470E-1,6.629444659E-3
5.018586620E-1,1.129028946E-2
5.066027760E-1,-5.419634283E-3
5.113468910E-1,6.468378007E-3
5.160910060E-1,1.350370795E-2
5.208351200E-1,3.883011639E-3
5.255792350E-1,3.862351179E-3
5.303233490E-1,-8.039340377E-3
5.350675160E-1,1.573052257E-2
5.398116310E-1,1.557520777E-2
5.445557450E-1,-1.063339412E-2
5.492998600E-1,1.305945218E-3
5.540439740E-1,-5.804628134E-3
5.587880890E-1,1.323688775E-2
5.635322030E-1,-1.094378531E-3
5.682763180E-1,1.303181052E-3
5.730204330E-1,1.279443502E-3
5.777645470E-1,6.000787020E-3
5.825086620E-1,3.621242940E-3
5.872528280E-1,-1.303201169E-2
5.919969430E-1,-3.473021090E-3
5.967410580E-1,8.407719433E-3
6.014851720E-1,-1.303089410E-2
6.062292870E-1,1.076595485E-2
6.109734010E-1,5.917578936E-3
6.157175160E-1,3.454536200E-3
6.204616310E-1,1.068808138E-3
6.252057450E-1,-3.698758781E-3
6.299498600E-1,1.770335808E-2
6.346939740E-1,3.334179521E-3
6.394380890E-1,-3.852806985E-3
6.441822560E-1,-1.329629868E-2
6.489263700E-1,1.293186098E-2
6.536704850E-1,-8.488245308E-3
6.584145990E-1,8.179761469E-3
6.631587140E-1,-8.511178195E-3
6.679028280E-1,-1.333922148E-3
6.726469430E-1,1.293042302E-2
6.773910580E-1,5.719371140E-3
6.821351720E-1,-3.804162145E-3
6.868792870E-1,-6.129696965E-3
6.916234010E-1,3.456510603E-3
6.963675160E-1,-3.674998879E-3
7.011116830E-1,3.489919007E-3
7.058557970E-1,-8.387923241E-3
7.105999120E-1,8.251301944E-3
7.153440260E-1,-8.439950645E-3
7.200881410E-1,-3.636166453E-3
7.248322560E-1,1.155540347E-3
